tweet,nouns,nounsavg,pos,posavg,neg,negavg,google,googleavg,arduino,arduinoavg,adafruit,adafruitavg,total,
join pammoran makeredorg educationweek at 2pm et to chat maker education for k12,5,0.38461538461538464,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,
national maker faire  franks world   cc natlmakerfaire natlmakerfaire,3,0.375,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,
smart led flashlight maker,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,4,
first maker faire in russia rt diyengineering  moscow joins the maker movement this weekend,4,0.2857142857142857,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,
small square pots apotspot pdx pnw maker portland urbangarden succulents,5,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,
arcade games homemade by 5th and 6th graders steam maker,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,
pray for nothing just stay ready with the original peace maker  fuckthepolice,1,0.08333333333333333,2,0.16666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,12,
elderflower antiaging serum for older complexions maker  diy,2,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,
i got to be interviewed by kwalseth from makerio the full writeup can be found heregarding maker nerd,3,0.16666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,
our iamgirl maker adventures will resume in the fall stay awesome and see u soon,1,0.06666666666666667,1,0.06666666666666667,1,0.06666666666666667,0,0.0,0,0.0,0,0.0,15,
last chance to get in on the citizen scientist challenge hackaday maker,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,
our designer   maker of the day is sort cement  nice little gold dipped planters,0,0.0,2,0.14285714285714285,0,0.0,0,0.0,0,0.0,0,0.0,14,
want a summer stem  steam  maker project check out nasa and asmedotorgsthink outside the box challenge,2,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,
students and thirdcoastperc make waves with laser cut instruments adskdesignacademy maker,2,0.18181818181818182,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,
vidasharks thinkabitlab in national maker news digitalpromise,3,0.42857142857142855,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,
3d printing multiple colors with single extruder 3dthursday 3dprinting adafruit maker,4,0.36363636363636365,0,0.0,0,0.0,0,0.0,0,0.0,1,0.09090909090909091,11,
thetwittazine writerswebla yolandaessex i my music maker glab check out billposters101s tweet,5,0.4166666666666667,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,
my steampunk maker spotlight interview with tobiasmccurry,2,0.2857142857142857,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,
diy ultimate paper glider maker,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,
this mornings work table offering autumn nature trees landscape fabric repeat designer maker lampshade,0,0.0,1,0.07142857142857142,0,0.0,0,0.0,0,0.0,0,0.0,14,
raji borthakurs passion proves that anyone can become a maker for change  iamintel,3,0.23076923076923078,2,0.15384615384615385,0,0.0,0,0.0,0,0.0,0,0.0,13,
a journey in the design lab prototype diy cnc designblog designlab makersgonnamake maker,5,0.38461538461538464,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,
meet john  a wood carved sign maker and his mobile shop  tinyhome  3 hometourofamerica,2,0.14285714285714285,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,
stop working and start making  think design produce amazing maker ceciliamtham from mobbecausen for yulbecausen,3,0.2,1,0.06666666666666667,0,0.0,0,0.0,0,0.0,0,0.0,15,
got asked to make 3d printed props for this todayopens monday deadlines 3dprinting maker,4,0.2857142857142857,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,
makers michi 1  tan 5 accessoriesandgtshoes,2,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,
woah this dude has a bio printer that can print new organs trailheadboise maker boise,4,0.26666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,
ideas for creative agencies and brands – 43 maker,1,0.1111111111111111,1,0.1111111111111111,0,0.0,0,0.0,0,0.0,0,0.0,9,
how to kickstart maker education by suzieboss  maker make makerrevolution,3,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,
shot from the shop guitar handmade resonator maker theblackkeys charlieparr,2,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,
hey donttrythis check out my work space maker makermovement,2,0.2222222222222222,1,0.1111111111111111,0,0.0,0,0.0,0,0.0,0,0.0,9,
10 bestselling 3d printers on amazon  july 2016  3dprint maker news,3,0.2727272727272727,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,
delivered the two  2  8x5foot  hand made  reclaimed wood mobile workstation tables to canvas cowork maker,2,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,
cut out   brass jewlery   caged bracelet   open frame jewelry   patina maker bohobohemian,2,0.16666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,
makerfire 4pcs esp8266 serial wireless wifi transceiver module esp01 electronics maker,5,0.45454545454545453,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,
in the mood for making get creative in our sunlit workshop space  event teach maker,0,0.0,1,0.06666666666666667,0,0.0,0,0.0,0,0.0,0,0.0,15,
triple monitor travel battlestation hackaday maker,2,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,
this silly racing league is shaping the future of smart cars drone maker,0,0.0,1,0.07692307692307693,1,0.07692307692307693,0,0.0,0,0.0,0,0.0,13,
money maker we are a phenomenon on the planet go to  and,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,
hybrid rover  cloud controlled robot maker,0,0.0,0,0.0,1,0.16666666666666666,0,0.0,0,0.0,0,0.0,6,
music maker jam  musicmakerjam    maker jam,1,0.16666666666666666,0,0.0,2,0.3333333333333333,0,0.0,0,0.0,0,0.0,6,
upcycling allows for affordable maker projects makerspacebootcamp slmsseny ladybug527,4,0.4444444444444444,1,0.1111111111111111,0,0.0,0,0.0,0,0.0,0,0.0,9,
11 use your public library – many nowadays have maker labs for 3dprinting to create free prototypes,2,0.11764705882352941,1,0.058823529411764705,0,0.0,0,0.0,0,0.0,0,0.0,17,
nozzle container 3dthursday 3dprinting adafruit maker,3,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.16666666666666666,6,
miniature working 1950s tv 3dthursday 3dprinting adafruit maker,5,0.625,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,8,
chinese god of thunder  lei gong lasercut modelmaking wood woodisgood craft maker art if myth mythol,5,0.3125,0,0.0,1,0.0625,0,0.0,0,0.0,0,0.0,16,
10 cool raspberrypi addon boards maker,2,0.3333333333333333,1,0.16666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,6,
the maker movement is the shift to learning through firsthand experience teach,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,
horse head statue finished 3d printed on a ninjacnc printed as designed maker 3dprinter 3dprinting 3dprint,5,0.3125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,
upcycle everything cactus workshop makes a lamp from a decadesold discarded oil container adafruit maker,3,0.2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06666666666666667,15,
for all of our in moscow maker friendsthis is a big weekend thanks to usembru and congrats mskmakerfaire team,4,0.21052631578947367,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,
ive had an idea for an app for almost a year to help children and teachers everyday elementary sticky cantshakeit maker leanstartup,4,0.18181818181818182,0,0.0,1,0.045454545454545456,0,0.0,0,0.0,0,0.0,22,
moscow joins the maker movement this weekend maker,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,
back to school give the teacher a monster pencil caddy craft cre8time maker,1,0.07692307692307693,0,0.0,1,0.07692307692307693,0,0.0,0,0.0,0,0.0,13,
first experience with 3d printer maker bot chain link,1,0.1111111111111111,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,
map charm necklace pick three 3 locations maker personalized,0,0.0,2,0.2222222222222222,0,0.0,0,0.0,0,0.0,0,0.0,9,
resistor color codes pdf download maker,1,0.16666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,
diy self sustaining solar powered backyard hydroponic garden maker,1,0.1111111111111111,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,
you readddyyy sundaymarket fleamarket popup craft maker handmade vintage  vintage,4,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,
building a steam maker network  via shareaholic remakelearning,2,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,
build a spectrum analyser with scroll phat and phat dac raspberrypi piday raspberrypi maker,7,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,
machine learning arduino single perceptron artificialintelligence maker robotics funcostarica,4,0.4444444444444444,0,0.0,0,0.0,0,0.0,1,0.1111111111111111,0,0.0,9,
from the mail bag adafruit maker,1,0.16666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,1,0.16666666666666666,6,
listen to a computer hardware orchestra rock out to nirvana arduino maker,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,1,0.08333333333333333,0,0.0,12,
making pcb with 3d printer and permanent marker summerproject16  maker hamr spare reprap i2 frame idea,6,0.375,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,
lovepop makes cute cards for any occasion come to boston mini maker faire to grab one for someone special maker,3,0.15,1,0.05,0,0.0,0,0.0,0,0.0,0,0.0,20,
a perfect storm for maker education  user generated education,0,0.0,1,0.1111111111111111,0,0.0,0,0.0,0,0.0,0,0.0,9,
this silly racing league is shaping the future of smart cars maker,0,0.0,1,0.08333333333333333,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,12,
really cool seeing these cars from a maker pov in missouri  we re still make via make  makerfaire,3,0.16666666666666666,1,0.05555555555555555,0,0.0,0,0.0,0,0.0,0,0.0,18,
preview of the b7 wax and earplug box maker 3dprinting surf,2,0.18181818181818182,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,
dice tower – modular castle adafruit maker,2,0.2857142857142857,0,0.0,0,0.0,0,0.0,0,0.0,1,0.14285714285714285,7,
8  water balloons  toystars® maker fill the 148 water balloons in 60 seconds sale deals,1,0.06666666666666667,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,
hackaday prize entry  open source fft spectrum analyzer maker,2,0.2222222222222222,1,0.1111111111111111,0,0.0,0,0.0,0,0.0,0,0.0,9,
dumbing down a smart switch hackaday maker,1,0.14285714285714285,1,0.14285714285714285,0,0.0,0,0.0,0,0.0,0,0.0,7,
fritzing fhursday  alligator clips make spiffy fritzing diagrams adafruit maker,4,0.4,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,10,
repost simplyrusticms with repostapp ··· getting close booth benches mississippi maker,4,0.36363636363636365,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,
when you find wire and beads on sale  and need a maker fix   maker diy pinterest,2,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,
incredible luminosity in a portable package hackaday maker,1,0.125,2,0.25,0,0.0,0,0.0,0,0.0,0,0.0,8,
we can now print minecraft buildings with 3d printing this could be a children maker movementdr kening zhu  cityuhongkong  minecraftedu,7,0.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,
a5  geniushour maker challenges steam projects and anything ss have voice and choice in whatisschool,4,0.26666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,
maker robot for custom size and shape boxes at tineye robot maker,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,
whats in the box maker mystery,0,0.0,0,0.0,1,0.16666666666666666,0,0.0,0,0.0,0,0.0,6,
the champagne of light bulbs hackaday maker,1,0.14285714285714285,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,
so  who wants to found me building that ikea table 3d printer 3dprinting 3dprinting 3dp reprap maker diy,7,0.3888888888888889,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,
didnt get it right the first time try again maker 3dprintingshirts,2,0.18181818181818182,1,0.09090909090909091,0,0.0,0,0.0,0,0.0,0,0.0,11,
this handheld gadget will scan and identify fonts arduino maker,2,0.2,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,10,
katiefarr5 a maker meetup with technojohnson and a day of making presentation with ginaseymour,4,0.2857142857142857,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,
listening and learning from craft furniture maker collaborating blackhorsews in e17 with madeherenow team,3,0.21428571428571427,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,
make the pcb from your design using altium circuitstudio maker,3,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,
summerlong southeast asia makerthon tackles sustainability challenges maker,3,0.375,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,8,
if you are a local creative  maker  grower  producer join the community of stall holders shoplocal,1,0.0625,1,0.0625,1,0.0625,0,0.0,0,0.0,0,0.0,16,
wide brass cuff   patina jewelry bracelet   color bracelet   verdigr maker patinajewelry,2,0.18181818181818182,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,
bike badge belt buckle maker,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,5,
listen to a computer hardware orchestra rock out to nirvana maker,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,
maker r savard usesraspberrypi wifi to display realtime weather and aviation frequencies on a gps ipad map,6,0.35294117647058826,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,
working from eaglelabsbri  repurposed bank turned coworking and maker space in brighton nomad startup,4,0.2857142857142857,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,
quick pics of and thoughts on the esp8285 adafruit maker,3,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,10,
summer craft camp  found object stamping with the kids on crafty hangouts cre8time maker,1,0.07142857142857142,0,0.0,2,0.14285714285714285,0,0.0,0,0.0,0,0.0,14,
as seen on show and tell  beautiful raspberry pi weather display piday raspberrypi raspberrypi maker,3,0.2,1,0.06666666666666667,0,0.0,0,0.0,0,0.0,0,0.0,15,
worlds largest maker survey  via  hacksterio,1,0.16666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,
what does mathbutler have in store for hhs makercamp maker,3,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,
diy truggy 3dthursday 3dprinting adafruit maker,5,0.8333333333333334,0,0.0,0,0.0,0,0.0,0,0.0,1,0.16666666666666666,6,
fun with makeymakey at our summer library club maker libraryprogram,2,0.2,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,10,
fishino becomes mega maker,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,
thanks fellow centralcoast tech company ifixit  the groupgets team loves their new maker pro tech toolkit,3,0.1875,1,0.0625,0,0.0,0,0.0,0,0.0,0,0.0,16,
throwback thursday 2010 dogjarvous handmade handstitched leather madeinusa maker,4,0.4444444444444444,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,
how to kickstart maker education maker play edchat adedu,3,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,
in the makerlab  my journey designer makersgonnamake maker makersmovement innovation,3,0.3,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,10,
the maker movement isnt just about making and electronics  edtech makered makeredau,4,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,
wiseglass  glasses that monitor what you do maker,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,
die photos of the ics on a eevblog ucurrent maker,3,0.3,0,0.0,1,0.1,0,0.0,0,0.0,0,0.0,10,
creating an automatic targeting frisbee launcher with arduino maker,2,0.2222222222222222,0,0.0,0,0.0,0,0.0,1,0.1111111111111111,0,0.0,9,
smartphone tripod 3dthursday 3dprinting maker,3,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,
looking to connect with a secondary language arts t who has a makerspace in their classroom please rt edtech maker,2,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,
bedside raspberry pi console case for 35 pitft 3dprinting 3dthursday maker,3,0.2727272727272727,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,
tig welding class offered 2x at hacker lab midtown this wknd choose fri or sat class maker,4,0.23529411764705882,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,
recently ordered robot smart car chassis for my future arduino robot maker code programming web tech,1,0.0625,1,0.0625,0,0.0,0,0.0,1,0.0625,0,0.0,16,
building a water collection vessel with an arduino mega maker,1,0.1,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,10,
3d printed robots teach themselves to move adafruit maker,2,0.2222222222222222,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1111111111111111,9,
the maker movement isnt just about making and electronics edtech via edsurge mjmadda medialab maker edchat,6,0.375,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,
make some pine pitch salve while the pine trees are making pitchhttps   tco nzifpqueba maker  herbalmedicine makeyourown,5,0.29411764705882354,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,
secret swiss steampunk lab   maker diy,2,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,
hackaday prize entry  shakelet hackaday maker,3,0.5,1,0.16666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,6,
this is how roevwade affected maker chelseahandlers choice,2,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,
can 3d printed humans travel space real cyborg says “yes” 3dprint maker news,3,0.23076923076923078,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,
“invader” stool 3dthursday 3dprinting adafruit maker,4,0.6666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,1,0.16666666666666666,6,
for those maker who want to learn to ride his 3dprinter prusai3,2,0.16666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,
finally back in the workshop working on making a dnd holy symbol for my wife maker unicorn needmoreworkshoptime,2,0.1111111111111111,1,0.05555555555555555,0,0.0,0,0.0,0,0.0,0,0.0,18,
maker diy reprap pack of 5 cans 3dlac for your 3dprinter dont miss the price,5,0.3333333333333333,0,0.0,1,0.06666666666666667,0,0.0,0,0.0,0,0.0,15,
solar food dehydrator maker,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,
how to hack your computer and piano at the sam time maker,1,0.08333333333333333,0,0.0,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,12,
raspberry pi 7” touchscreen display legs 3dthursday 3dprinting maker,3,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,
have you seen these so creative  acreativeloaf handmade maker,1,0.1111111111111111,1,0.1111111111111111,0,0.0,0,0.0,0,0.0,0,0.0,9,
thanks for sharing our next edtechln tweetup is july 21st at 2pmet with guest host speedoflightosu topic  maker in coopext,6,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,
3d printer “printtable” made from ikea lack tables 3dprint maker news,4,0.36363636363636365,0,0.0,1,0.09090909090909091,0,0.0,0,0.0,0,0.0,11,
tissueengineered soft robot swims like a stingray hackaday maker,2,0.2222222222222222,2,0.2222222222222222,0,0.0,0,0.0,0,0.0,0,0.0,9,
star trek warp core 3dprinting 3dthursday adafruit maker,3,0.375,0,0.0,1,0.125,0,0.0,0,0.0,1,0.125,8,
have you seen the cmucam5 pixy vision sensor robot maker,2,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,
are you a singapore hacker or maker come show off what youre working on at hitbgsec exhibition space is free,3,0.15,1,0.05,0,0.0,0,0.0,0,0.0,0,0.0,20,
how to kickstart maker education bit16 maker,2,0.2857142857142857,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,
5 maker projects across the us are getting funded thanks to a 15 million award from nsf,1,0.058823529411764705,1,0.058823529411764705,0,0.0,0,0.0,0,0.0,0,0.0,17,
just discovered these great print maker resources add to your stem library maker camptechterra nostarch,2,0.13333333333333333,1,0.06666666666666667,0,0.0,0,0.0,0,0.0,0,0.0,15,
